Engine_Size_L,Horsepower,Weight_kg,Mileage_km_per_year,Fuel_Tank_Capacity,Age_of_Car,Service_Visits_Per_Year,Fuel_Type,Transmission,Car_Brand,Road_Type,Owner_Type,Fuel_Efficiency_kmpl
2.91,249,1886,22226,72.03,9,4,Electric,Automatic,Ford,Highway,Third,31.35
3.87,359,983,10200,69.35,7,3,Electric,Manual,Ford,City,Third,27.22
1.99,232,1822,27305,62.82,2,3,Diesel,Manual,Ford,Highway,Third,40.61
3.56,340,1110,14874,53.31,12,4,Diesel,Manual,Hyundai,Mixed,Second,31.97
3.67,165,2361,5294,78.22,5,2,Petrol,Manual,Hyundai,City,Third,13.32
1.65,331,976,11097,73.95,4,4,Electric,Automatic,Honda,Mixed,Third,35.62
3.26,357,2398,11412,62.22,7,3,Electric,Automatic,Ford,Highway,Second,26.62
4.09,152,2252,13836,48.59,2,3,Electric,Manual,Ford,Mixed,Second,27.23
3.0,294,1896,16825,60.9,13,5,Electric,Automatic,Ford,Mixed,First,27.29
1.05,292,1646,11678,58.77,0,2,Petrol,Manual,Hyundai,City,Third,24.13
1.04,187,1990,20735,49.71,11,5,Petrol,Automatic,BMW,City,Third,21.71
2.43,261,2048,26404,45.33,8,1,Diesel,Automatic,Ford,Mixed,Second,33.68
4.7,148,2400,10743,50.35,9,4,Petrol,Automatic,Toyota,Highway,First,12.07
1.91,147,2404,21494,58.7,8,5,Diesel,Automatic,Honda,City,Third,33.57
3.54,216,808,13775,51.41,2,2,Petrol,Automatic,Hyundai,Mixed,Second,20.09
1.89,176,1035,16417,43.18,1,4,Petrol,Automatic,BMW,City,Second,23.97
2.29,340,1509,14678,68.05,3,4,Electric,Manual,Toyota,City,Third,31.73
4.39,313,1723,9864,56.57,13,4,Diesel,Manual,Ford,Highway,Second,28.91
3.92,142,1484,18467,33.38,7,4,Diesel,Manual,Hyundai,Mixed,Second,33.05
1.38,95,1593,6648,48.42,5,4,Diesel,Automatic,Ford,Mixed,Third,39.63
2.71,279,1851,20677,74.25,9,2,Petrol,Manual,Honda,Mixed,First,18.81
1.12,161,1607,20918,67.76,14,1,Electric,Automatic,Hyundai,Mixed,Third,36.1
2.92,194,2469,27765,46.16,14,3,Petrol,Automatic,Toyota,Mixed,First,15.45
3.65,142,826,7381,76.91,0,1,Electric,Automatic,BMW,City,Second,30.96
1.47,192,1349,21489,33.83,14,3,Petrol,Manual,BMW,City,Third,23.26
2.16,378,2019,16745,78.06,7,5,Diesel,Automatic,Honda,City,Third,31.14
2.59,253,2026,10818,42.29,4,4,Petrol,Automatic,BMW,City,First,16.32
4.68,256,884,14886,30.45,12,5,Diesel,Manual,BMW,Highway,Second,32.16
4.97,267,1853,5381,51.69,5,5,Electric,Manual,Honda,Highway,Third,25.22
1.18,147,1265,9356,47.95,4,3,Diesel,Manual,Toyota,Mixed,Third,42.37
4.04,255,1922,10918,56.95,9,2,Diesel,Automatic,Hyundai,Highway,Second,29.61
2.49,322,2013,6316,69.84,4,4,Diesel,Automatic,Hyundai,City,First,30.51
2.57,82,811,10454,72.12,2,5,Diesel,Manual,Honda,City,Third,39.25
4.02,368,2426,18107,50.06,13,1,Electric,Automatic,Ford,City,Second,19.87
4.67,145,1812,9074,51.49,3,4,Petrol,Automatic,Honda,City,Third,11.74
4.8,120,1853,26188,37.41,4,2,Petrol,Automatic,Honda,City,Third,12.69
3.31,344,1861,19811,32.38,10,4,Petrol,Manual,Honda,Mixed,Third,15.81
2.43,218,1371,22290,62.06,10,5,Petrol,Automatic,Honda,Mixed,First,20.89
4.15,288,2117,12621,33.22,1,1,Diesel,Manual,BMW,City,Second,27.46
2.0,191,2183,22046,66.69,5,5,Electric,Manual,BMW,Mixed,Third,33.83
3.26,280,2478,28102,56.95,1,2,Electric,Manual,Toyota,Highway,Third,30.9
2.43,349,1713,21126,39.93,3,3,Petrol,Automatic,Honda,Highway,Third,21.28
3.63,95,979,13654,56.98,11,1,Petrol,Automatic,Hyundai,City,First,17.52
1.96,242,1596,17872,39.15,0,2,Electric,Automatic,Ford,Mixed,Third,34.77
1.77,225,1935,22326,51.94,3,2,Electric,Manual,BMW,City,Second,33.92
4.67,307,2267,19951,69.98,13,5,Diesel,Manual,Hyundai,Mixed,First,24.92
1.41,151,1844,13349,53.1,6,5,Electric,Automatic,BMW,City,Second,33.81
3.02,342,1968,27799,37.43,14,5,Electric,Automatic,Toyota,City,Third,25.62
1.88,137,2322,24693,66.19,13,3,Diesel,Manual,Ford,City,Third,34.62
1.16,113,1969,22710,39.34,7,4,Diesel,Automatic,BMW,Highway,First,41.71
1.14,130,1240,15909,66.93,1,4,Diesel,Manual,Ford,Mixed,Third,43.88
1.7,192,1686,15760,53.97,2,5,Electric,Manual,Ford,Mixed,Second,36.56
4.47,265,1220,16584,52.69,0,5,Electric,Manual,Hyundai,Highway,Second,30.87
2.13,399,2139,7106,72.57,14,3,Electric,Manual,BMW,Highway,Second,30.22
4.8,392,1989,18669,65.43,6,4,Diesel,Automatic,Ford,Mixed,Third,24.44
3.33,180,2475,26183,31.65,3,3,Electric,Manual,Honda,Mixed,Third,29.35
2.75,327,2026,7938,44.81,10,2,Electric,Manual,Ford,City,First,26.8
3.32,158,2319,7483,73.55,9,4,Diesel,Automatic,Ford,City,First,27.92
3.07,267,2448,6375,30.92,7,5,Petrol,Manual,BMW,Mixed,Second,14.94
4.04,351,1267,29240,57.26,4,1,Petrol,Manual,Honda,Mixed,Second,17.34
2.13,269,1512,15015,66.39,8,2,Electric,Manual,Ford,City,First,32.22
2.41,168,1184,21628,61.09,5,1,Diesel,Manual,BMW,Highway,First,41.28
4.58,96,1113,23732,68.03,10,3,Diesel,Automatic,BMW,Mixed,Second,31.5
4.79,158,1570,20060,66.28,9,3,Electric,Automatic,Ford,Mixed,First,25.34
4.57,215,2078,21863,64.6,1,3,Electric,Automatic,Toyota,Highway,Third,27.17
2.68,251,1758,15654,71.08,0,5,Petrol,Automatic,Toyota,Highway,Third,21.6
4.12,326,1716,23319,62.28,0,3,Diesel,Manual,Hyundai,Highway,First,33.06
2.91,258,822,19253,50.12,11,1,Electric,Manual,Toyota,Mixed,First,33.54
2.99,309,1138,27141,53.6,11,2,Diesel,Automatic,Toyota,Mixed,Third,34.03
1.82,265,2316,16565,65.84,13,5,Electric,Manual,BMW,Mixed,Third,31.14
3.36,366,1622,5087,73.82,13,2,Petrol,Automatic,BMW,City,Second,11.84
1.74,234,2334,14432,43.61,8,3,Electric,Manual,Ford,Highway,First,34.45
2.33,376,1165,13764,47.1,0,4,Petrol,Automatic,Ford,Highway,Third,23.16
4.42,340,2195,5178,76.54,2,5,Petrol,Automatic,BMW,City,First,8.74
1.83,77,1714,21546,58.93,11,3,Electric,Automatic,Ford,City,Third,33.55
1.28,107,2422,7640,38.95,1,5,Electric,Automatic,BMW,City,Third,33.19
1.28,183,2042,14197,63.18,14,4,Petrol,Manual,Toyota,City,First,20.95
4.76,125,1274,23732,79.54,14,1,Diesel,Manual,Ford,Highway,Second,32.47
3.03,207,2246,7421,71.17,14,1,Diesel,Manual,Toyota,City,Third,28.81
2.64,171,2179,15947,67.29,11,1,Petrol,Automatic,Hyundai,City,First,15.74
4.24,246,2283,25682,40.4,3,4,Petrol,Automatic,Ford,Highway,Third,15.09
4.34,238,2326,25526,73.81,0,2,Electric,Manual,BMW,Highway,First,28.45
2.33,355,826,25887,56.29,14,4,Electric,Manual,BMW,Highway,First,36.22
3.77,330,1741,6217,74.46,0,4,Petrol,Manual,Hyundai,Highway,Third,17.68
4.08,292,1601,7474,46.49,3,3,Petrol,Manual,BMW,Mixed,Second,15.19
3.62,268,1600,5929,33.1,12,1,Diesel,Automatic,Toyota,Mixed,Third,29.0
1.61,280,1659,12958,53.8,12,5,Diesel,Automatic,BMW,Mixed,Third,35.64
4.5,356,2046,29892,43.49,13,2,Diesel,Manual,Hyundai,Mixed,Second,26.46
3.16,249,1663,6502,65.76,3,5,Petrol,Manual,Honda,Highway,Second,20.35
2.13,319,1489,5420,77.86,6,3,Petrol,Manual,Honda,Mixed,First,20.79
2.7,300,1971,18580,64.55,7,3,Diesel,Automatic,Toyota,City,First,30.67
1.15,92,2247,20840,74.35,12,2,Diesel,Manual,Honda,City,Second,37.62
1.51,117,1538,10830,52.65,7,5,Electric,Automatic,BMW,City,Second,34.6
4.06,178,2174,25742,68.58,7,2,Electric,Automatic,Hyundai,Mixed,Third,26.14
1.0,365,2009,22833,72.15,13,2,Petrol,Manual,Toyota,Mixed,Second,22.16
2.67,75,1214,10811,65.54,13,1,Electric,Manual,Honda,City,Third,32.64
3.09,107,1781,13619,55.39,11,5,Petrol,Manual,BMW,Mixed,Third,18.98
1.22,238,1228,29255,61.29,13,1,Petrol,Automatic,BMW,Highway,Third,27.04
4.89,352,840,29972,65.03,8,1,Petrol,Manual,Ford,Mixed,Second,15.43
1.9,272,1704,18527,42.65,0,1,Diesel,Manual,Ford,City,Second,36.98
2.22,394,1811,21223,70.48,8,4,Electric,Automatic,Hyundai,City,Third,28.65
2.22,382,2216,5106,77.52,9,3,Electric,Automatic,Toyota,Mixed,Second,27.45
1.92,342,1502,9049,53.26,7,3,Electric,Automatic,Honda,Mixed,First,32.05
1.01,313,878,13289,65.05,0,4,Electric,Manual,Honda,City,First,38.8
3.92,396,1516,6903,66.85,6,2,Diesel,Automatic,BMW,City,Third,26.47
4.87,116,1343,29033,63.11,8,5,Electric,Automatic,Honda,Mixed,Second,27.3
1.9,318,2273,24954,57.36,3,5,Electric,Automatic,Hyundai,Mixed,First,31.7
3.65,148,1273,16493,74.08,12,5,Diesel,Automatic,Ford,City,Third,30.82
3.97,179,1965,10376,52.45,14,1,Electric,Automatic,BMW,City,First,23.14
4.39,82,2074,5042,33.06,12,5,Electric,Manual,Toyota,City,Third,23.75
2.69,159,1093,27769,72.23,8,5,Diesel,Automatic,BMW,City,Third,36.05
2.21,349,1409,6577,63.7,0,5,Diesel,Automatic,Honda,City,Third,33.94
2.3,290,935,17382,72.46,8,3,Diesel,Automatic,Hyundai,City,First,35.42
3.85,142,1283,27449,36.93,5,4,Diesel,Manual,Toyota,City,Third,33.58
4.27,303,2135,10885,31.54,3,2,Petrol,Manual,BMW,Mixed,Third,12.83
1.73,329,1613,13576,76.72,11,4,Diesel,Automatic,Honda,Highway,First,37.04
2.48,182,1354,18106,37.39,11,5,Electric,Automatic,BMW,Highway,Third,34.68
4.61,115,2455,16663,70.48,4,2,Electric,Automatic,Toyota,Mixed,First,23.95
4.23,343,845,8577,71.16,14,2,Electric,Automatic,Honda,Highway,Third,27.65
4.94,112,2059,24622,65.44,6,4,Electric,Manual,Ford,Mixed,Second,25.83
4.02,277,1871,21142,36.56,9,4,Petrol,Manual,Toyota,Mixed,Second,14.59
2.57,172,997,10244,63.37,12,4,Petrol,Manual,Ford,Mixed,First,22.18
3.36,193,883,7134,74.45,3,4,Petrol,Automatic,Ford,Mixed,Third,19.99
3.64,79,1342,8892,51.28,7,1,Electric,Automatic,Honda,Highway,First,32.26
1.31,398,1984,9321,50.68,2,3,Electric,Manual,BMW,Mixed,Third,33.77
3.18,256,2251,10776,52.14,1,3,Diesel,Manual,BMW,City,First,30.34
3.84,100,870,15584,34.11,0,5,Diesel,Automatic,Hyundai,Mixed,Second,35.82
1.67,225,1319,21119,74.6,13,1,Electric,Manual,Toyota,Highway,First,37.97
4.12,129,1697,10828,73.46,12,2,Diesel,Manual,Toyota,Highway,Second,32.31
3.34,318,1712,25199,79.9,5,4,Diesel,Manual,Honda,Highway,Second,34.92
4.81,339,1875,5295,59.26,1,5,Electric,Manual,Honda,Highway,Second,25.52
1.17,286,1868,5413,67.56,7,2,Petrol,Manual,Hyundai,City,First,21.27
2.06,71,1092,27340,40.13,14,3,Electric,Automatic,Hyundai,Mixed,First,36.53
3.41,93,1737,15187,63.38,10,2,Electric,Automatic,Ford,City,Second,27.89
2.19,275,1611,27662,62.49,9,4,Diesel,Automatic,Hyundai,Mixed,First,35.75
3.86,389,2288,19316,75.06,12,4,Diesel,Automatic,BMW,Mixed,Third,25.4
4.04,268,2373,11668,71.54,3,3,Electric,Manual,Ford,City,Second,23.73
1.41,183,1666,20344,76.92,8,4,Petrol,Automatic,Hyundai,City,Third,22.23
3.06,349,1179,13195,73.44,3,1,Electric,Manual,BMW,Highway,Second,33.7
3.04,224,1806,21561,73.43,3,5,Petrol,Manual,BMW,Mixed,Third,19.75
2.48,234,2301,9354,33.19,12,3,Petrol,Automatic,Ford,Mixed,Second,15.85
4.73,291,1061,27298,72.3,11,3,Electric,Automatic,Ford,Mixed,Second,25.94
4.31,160,1379,10482,60.37,7,2,Electric,Automatic,BMW,Mixed,Second,27.13
3.79,236,2002,21076,49.02,11,3,Electric,Automatic,Honda,Mixed,First,25.8
3.86,276,1156,20376,32.83,12,5,Petrol,Manual,Ford,Mixed,Third,17.0
2.85,351,2242,8271,63.88,7,1,Diesel,Manual,Toyota,Highway,Second,32.48
4.68,134,1497,28071,46.41,4,2,Petrol,Manual,Honda,Mixed,First,17.02
3.78,73,2024,15674,53.39,2,5,Petrol,Automatic,Toyota,Highway,Second,18.92
3.92,226,1836,10392,64.09,11,3,Petrol,Automatic,Hyundai,Mixed,Third,13.25
4.45,318,1242,21673,75.59,1,4,Diesel,Manual,Ford,Mixed,Second,31.44
2.1,326,1525,19309,71.27,14,4,Petrol,Manual,Ford,City,First,18.82
4.23,304,1085,29809,52.53,8,5,Petrol,Automatic,BMW,Mixed,Second,16.07
1.78,375,2081,21791,49.39,13,1,Petrol,Automatic,Ford,City,Second,16.5
2.38,143,1369,5693,41.99,8,4,Diesel,Manual,Toyota,City,Second,35.7
2.34,256,2371,6169,48.62,4,5,Petrol,Manual,Honda,City,Second,16.7
4.91,131,1639,13623,35.55,13,2,Diesel,Manual,Hyundai,Highway,First,29.98
4.43,233,2313,12782,78.56,12,3,Diesel,Automatic,Honda,City,Second,23.35
3.8,125,1297,18856,58.7,14,1,Electric,Manual,Toyota,City,Third,28.54
3.91,180,1504,14174,36.39,7,1,Electric,Manual,Hyundai,City,Third,27.72
3.25,287,2156,16352,47.64,6,2,Electric,Automatic,BMW,Mixed,Second,26.91
4.79,309,1361,24428,57.35,2,1,Diesel,Manual,Ford,Highway,First,32.1
2.99,90,831,10530,56.64,11,5,Electric,Manual,Ford,Highway,Third,36.6
2.52,210,2433,9992,31.78,4,1,Electric,Manual,BMW,Highway,Second,32.28
1.65,334,842,25308,77.54,14,1,Electric,Automatic,Toyota,Highway,Second,37.37
4.14,208,2174,28354,43.77,12,1,Diesel,Automatic,BMW,Mixed,First,27.83
3.94,139,2157,8312,30.81,8,5,Petrol,Manual,Toyota,City,Second,13.18
2.54,187,1358,18065,33.82,3,3,Electric,Automatic,Hyundai,Mixed,First,33.87
1.1,267,1069,9318,59.01,2,4,Electric,Manual,Honda,Highway,Third,41.25
4.36,274,2236,19059,36.89,6,1,Electric,Manual,Honda,Mixed,Second,24.64
1.05,283,1742,6688,32.09,7,2,Electric,Automatic,BMW,Mixed,First,34.53
3.81,125,2398,5467,48.98,4,2,Diesel,Manual,Ford,Highway,Second,31.92
4.88,356,1842,14537,61.14,12,5,Petrol,Automatic,BMW,City,Second,8.0
2.75,362,2170,7422,35.59,7,3,Petrol,Automatic,Ford,Mixed,Third,14.68
1.94,244,2436,28663,45.67,4,1,Electric,Manual,BMW,Highway,Second,35.22
3.82,197,836,25891,50.89,8,5,Petrol,Manual,BMW,Mixed,First,20.43
4.27,394,2442,19604,37.97,6,4,Electric,Automatic,Honda,Mixed,First,21.59
3.19,361,891,9721,55.3,4,3,Electric,Automatic,Ford,Mixed,First,30.5
4.87,357,984,26755,34.26,12,3,Petrol,Manual,Honda,City,Second,12.46
1.21,295,1527,14203,32.33,8,5,Petrol,Automatic,Ford,Mixed,Second,23.03
3.02,133,1851,12541,55.99,4,2,Diesel,Manual,Hyundai,Mixed,Third,34.84
3.87,117,2371,14869,42.39,7,3,Electric,Manual,Hyundai,City,Second,25.6
4.45,271,1171,19785,34.77,11,2,Petrol,Automatic,Hyundai,Mixed,First,14.07
1.72,129,1631,18679,51.2,3,3,Diesel,Manual,Toyota,Mixed,First,40.49
4.2,326,2353,17542,75.76,8,3,Petrol,Automatic,Honda,City,Third,8.92
3.21,134,1144,22870,66.21,11,3,Petrol,Manual,Honda,Highway,First,23.25
2.59,308,2242,19461,70.78,5,4,Electric,Manual,Hyundai,Mixed,First,30.09
1.53,358,2019,16038,73.6,5,2,Diesel,Manual,BMW,Highway,First,38.4
4.46,107,877,17252,78.63,13,4,Electric,Manual,Honda,Highway,Third,31.69
1.63,94,966,14770,68.16,2,2,Petrol,Manual,Ford,Highway,Third,30.43
2.24,128,1913,8749,60.42,12,4,Diesel,Manual,Honda,City,First,33.93
2.16,366,1063,16817,48.27,2,4,Electric,Automatic,Honda,City,First,32.57
4.49,227,2295,29443,39.08,3,4,Diesel,Automatic,Ford,Mixed,Second,27.78
3.69,126,2031,7503,64.33,0,5,Petrol,Manual,Hyundai,Highway,Second,19.47
4.19,117,1523,12855,79.75,5,4,Diesel,Automatic,Hyundai,City,First,29.57
2.0,397,2094,18378,53.37,0,3,Petrol,Automatic,Ford,City,Second,17.56
3.5,125,2086,16329,66.18,10,1,Electric,Automatic,Honda,Highway,First,29.57
3.29,134,2329,28439,54.75,3,4,Petrol,Automatic,Honda,City,First,16.04
4.33,337,1311,16101,51.6,14,1,Petrol,Automatic,Hyundai,Highway,Second,14.33
4.62,138,1375,21783,50.52,12,1,Diesel,Manual,Toyota,City,Third,29.12
1.05,285,2347,25766,55.23,6,3,Diesel,Manual,Hyundai,Highway,Third,40.29
3.7,158,1521,17149,48.34,11,1,Electric,Manual,Ford,City,Third,28.1
1.21,350,2135,19619,67.44,5,1,Diesel,Manual,Toyota,City,First,35.9
3.2,326,1997,22923,73.71,7,1,Electric,Manual,Toyota,City,First,27.21
2.15,229,1230,19985,74.14,3,2,Petrol,Automatic,Ford,City,Third,21.71
2.23,303,1567,20026,41.38,8,4,Petrol,Automatic,BMW,Highway,Third,22.0
2.41,200,1262,13428,74.8,9,4,Diesel,Manual,Hyundai,Mixed,Third,37.21
3.49,118,900,28569,47.08,7,1,Petrol,Manual,Honda,Mixed,First,22.6
2.34,216,1839,26294,45.47,13,3,Petrol,Automatic,Hyundai,City,First,17.83
3.93,385,2081,14119,66.34,14,2,Electric,Manual,Ford,Mixed,Second,23.37
2.62,71,1043,25893,45.23,4,3,Diesel,Manual,Honda,City,Second,39.29
1.27,398,2171,27435,32.65,13,3,Electric,Automatic,BMW,Mixed,Second,31.5
4.14,214,2072,27536,48.68,5,1,Petrol,Manual,Ford,City,Third,14.01
2.14,130,904,29995,66.07,4,5,Petrol,Manual,Hyundai,Mixed,First,27.41
2.73,342,1493,9124,46.35,14,1,Petrol,Manual,Toyota,Mixed,Second,17.42
3.74,118,2490,23779,61.48,5,5,Diesel,Manual,Ford,City,Second,29.68
2.33,200,2110,25334,63.01,0,2,Petrol,Manual,Ford,Mixed,Second,22.09
1.23,112,1992,21375,66.69,3,5,Petrol,Automatic,Hyundai,City,Second,23.53
2.5,126,2243,5449,74.86,8,1,Electric,Manual,BMW,Mixed,Third,30.93
4.78,119,1870,21763,51.63,3,1,Diesel,Manual,Hyundai,Highway,First,32.23
3.57,247,1866,20034,38.32,1,3,Petrol,Automatic,Hyundai,Highway,First,18.58
3.69,362,2144,14442,45.95,5,1,Electric,Manual,BMW,Highway,First,27.87
3.53,115,1617,28669,51.61,1,1,Petrol,Manual,BMW,City,Second,19.59
1.8,239,1020,17643,65.69,2,4,Electric,Automatic,Ford,City,Third,35.48
2.67,340,2336,7301,30.66,6,4,Petrol,Automatic,Toyota,City,Third,13.29
4.0,208,2264,12710,45.79,3,3,Diesel,Automatic,Hyundai,Highway,Third,30.33
1.41,316,943,10792,68.99,0,5,Diesel,Automatic,Toyota,Mixed,First,40.4
2.11,217,1689,14659,63.54,8,5,Electric,Automatic,BMW,City,First,31.04
2.11,299,1851,12216,66.59,5,4,Petrol,Manual,BMW,Highway,Third,22.55
2.73,349,1589,16712,70.59,8,2,Diesel,Automatic,Hyundai,City,Second,30.99
4.92,194,1352,9905,69.16,2,4,Petrol,Automatic,Ford,City,First,12.22
1.27,261,1643,20766,64.11,4,2,Diesel,Automatic,Hyundai,Mixed,First,39.1
3.07,149,1458,10999,51.98,8,5,Electric,Automatic,Ford,City,Second,29.32
1.72,163,1636,29991,79.18,5,4,Diesel,Manual,Honda,City,Second,39.11
4.88,295,1818,28506,58.45,1,1,Petrol,Automatic,Ford,Mixed,First,12.68
1.45,134,1990,21983,40.14,14,2,Petrol,Manual,Hyundai,City,Second,21.81
2.61,157,2458,12288,44.64,0,2,Petrol,Manual,Hyundai,City,Second,17.92
3.95,157,2409,16266,64.68,8,2,Electric,Automatic,Ford,Mixed,Second,24.97
3.82,270,1550,20586,76.24,0,5,Electric,Manual,Toyota,City,Second,28.55
2.69,283,1048,29305,38.94,13,3,Petrol,Manual,Ford,City,Second,20.13
2.39,273,1574,6567,34.12,14,1,Petrol,Manual,Honda,Highway,Third,20.85
2.59,158,1563,20110,74.08,4,4,Diesel,Automatic,Honda,Mixed,First,36.32
2.06,130,2180,21082,75.76,0,2,Diesel,Automatic,Toyota,Highway,Third,39.0
1.82,340,1934,6094,43.82,4,5,Diesel,Manual,Honda,Mixed,Third,35.39
2.93,163,1491,16135,48.86,4,2,Petrol,Automatic,Hyundai,City,Third,18.62
2.07,376,1619,18508,63.01,6,4,Diesel,Automatic,Toyota,Highway,First,36.67
2.15,96,1518,17345,46.5,6,1,Petrol,Automatic,Toyota,Highway,First,25.05
3.63,283,1033,14684,73.86,10,2,Electric,Manual,Toyota,Highway,First,32.03
4.87,143,823,11191,35.38,9,5,Diesel,Automatic,Ford,Highway,Third,32.2
3.41,130,1849,22842,31.9,0,5,Petrol,Automatic,Ford,Mixed,First,19.0
1.31,255,2204,13046,40.42,8,3,Petrol,Manual,Toyota,City,Third,20.42
1.3,100,1805,9934,44.3,0,5,Electric,Automatic,Honda,City,Second,35.74
4.81,288,2169,19038,35.65,4,3,Electric,Manual,Hyundai,Highway,First,25.61
2.19,81,2201,6354,33.28,6,1,Electric,Automatic,Hyundai,City,Second,30.34
1.37,371,1321,11473,67.78,11,4,Electric,Automatic,Ford,City,Third,32.06
3.4,101,816,29788,38.21,7,3,Diesel,Automatic,BMW,Mixed,First,37.29
3.49,229,1044,25278,75.7,1,2,Electric,Automatic,Toyota,City,First,30.89
3.59,306,1517,17794,48.4,13,2,Petrol,Manual,BMW,City,Second,14.37
2.07,296,1569,29416,63.53,0,4,Petrol,Automatic,Hyundai,City,Third,21.31
1.06,250,2447,7963,41.27,3,5,Petrol,Manual,Ford,City,Third,20.94
4.86,386,1516,19503,42.02,11,2,Petrol,Manual,Ford,Highway,First,13.33
2.0,115,2362,8042,58.74,14,3,Petrol,Automatic,Ford,Mixed,First,18.17
3.7,149,2406,11973,58.03,3,4,Electric,Automatic,Ford,Mixed,First,26.44
3.83,204,2025,12139,68.44,9,2,Petrol,Automatic,Ford,Mixed,First,13.63
3.44,329,2071,16226,67.89,11,5,Electric,Automatic,Toyota,City,First,23.67
2.25,377,917,11930,63.53,5,5,Electric,Automatic,BMW,Highway,Third,35.23
2.08,316,808,19762,52.46,0,2,Electric,Automatic,Hyundai,Mixed,First,36.42
3.39,228,1397,23116,74.53,13,4,Electric,Automatic,Hyundai,Highway,Second,31.12
4.46,272,822,29254,61.13,0,1,Diesel,Automatic,Ford,Mixed,First,33.03
4.79,181,1039,10340,79.51,2,2,Diesel,Automatic,Ford,Highway,First,32.43
1.42,361,2408,10111,70.97,4,5,Diesel,Manual,Ford,City,Third,33.57
1.62,379,826,8081,32.22,11,1,Diesel,Automatic,Honda,City,Third,35.65
4.78,188,1783,12802,46.03,5,4,Diesel,Automatic,Hyundai,Mixed,Third,27.4
3.95,86,1904,14462,58.59,4,5,Petrol,Manual,Ford,Mixed,Second,17.36
4.53,296,2419,28911,66.07,12,4,Diesel,Automatic,BMW,Mixed,Third,24.7
1.81,186,998,20580,57.52,12,2,Petrol,Automatic,Honda,City,First,22.55
3.35,112,2378,26252,69.31,12,4,Petrol,Manual,Toyota,City,Third,15.33
3.8,184,1574,22913,44.13,4,5,Electric,Automatic,Honda,Mixed,Second,29.35
3.72,352,891,22465,39.2,8,2,Electric,Manual,Honda,Mixed,First,30.39
2.63,106,1650,12994,32.7,1,5,Electric,Automatic,Honda,City,First,32.0
1.06,371,1907,8531,58.67,11,5,Diesel,Automatic,BMW,Mixed,Second,35.29
3.33,182,1099,14343,64.43,11,1,Petrol,Automatic,Hyundai,Mixed,Third,18.56
2.01,104,1095,5716,46.31,0,3,Diesel,Manual,Ford,Mixed,Third,41.28
2.8,201,1446,11229,60.68,5,4,Electric,Manual,BMW,City,Third,31.38
4.83,297,2277,21588,32.61,8,4,Electric,Manual,BMW,City,Third,21.05
2.6,216,2104,28168,34.96,6,1,Petrol,Manual,Ford,Highway,Second,22.21
4.36,191,1800,17021,65.09,7,4,Petrol,Automatic,Honda,Highway,Second,15.63
1.75,150,1882,16301,48.4,4,1,Electric,Manual,Toyota,Highway,Third,37.9
3.69,242,1708,9094,63.57,9,4,Diesel,Automatic,Honda,Highway,Second,31.5
4.91,223,1670,26866,71.59,3,4,Diesel,Automatic,Honda,Mixed,First,28.46
1.41,219,2165,27124,72.63,5,5,Petrol,Automatic,Hyundai,City,Third,21.15
1.03,127,1552,14524,38.61,2,1,Electric,Automatic,Honda,City,First,37.17
2.73,132,2288,28603,54.31,0,4,Diesel,Automatic,Toyota,Highway,First,37.08
1.37,225,1141,27538,66.7,10,3,Petrol,Manual,BMW,Mixed,First,26.64
3.99,391,2433,15041,68.7,3,1,Petrol,Automatic,Honda,City,Third,9.24
4.66,237,861,26226,69.23,8,1,Petrol,Automatic,BMW,City,Third,14.48
2.74,235,1575,13103,41.41,3,1,Diesel,Manual,Hyundai,Mixed,Third,35.7
2.03,154,1424,23402,39.63,0,5,Petrol,Automatic,Toyota,Mixed,Second,24.67
2.74,206,2252,26435,59.5,13,1,Diesel,Manual,Ford,Highway,Third,34.92
3.89,258,2481,20090,67.05,3,5,Petrol,Automatic,Ford,Highway,First,14.88
1.04,71,1055,20915,45.96,6,3,Diesel,Manual,Hyundai,Mixed,Third,45.03
3.36,175,1627,13709,35.24,2,2,Electric,Automatic,Toyota,City,Second,28.79
3.45,141,1813,29219,65.84,9,5,Diesel,Automatic,BMW,Mixed,Third,32.73
3.55,195,2170,6438,44.98,5,4,Electric,Manual,Hyundai,Mixed,Second,27.62
1.97,239,2349,25470,38.32,14,1,Petrol,Automatic,Honda,City,First,16.7
3.86,274,2127,26511,37.39,13,2,Diesel,Automatic,BMW,City,First,26.25
1.37,382,1414,23436,45.75,0,5,Petrol,Manual,Honda,Highway,First,27.28
1.8,264,1044,28913,59.63,10,4,Electric,Manual,Honda,Mixed,First,37.26
4.51,227,1556,20029,47.92,3,2,Petrol,Automatic,BMW,Highway,First,16.51
3.95,210,1623,28531,31.03,2,3,Petrol,Manual,Honda,Mixed,First,18.38
1.05,344,1579,25752,34.85,13,5,Petrol,Automatic,Ford,Mixed,Second,22.8
1.99,76,1531,9517,44.53,0,5,Electric,Manual,BMW,City,First,35.95
1.86,123,2235,23696,62.99,2,3,Electric,Manual,Hyundai,Mixed,Third,35.59
2.08,173,1677,26961,34.93,14,5,Diesel,Manual,Ford,Mixed,Second,37.33
1.99,130,2040,15905,58.03,3,1,Diesel,Automatic,Hyundai,City,Second,35.26
1.25,156,1315,6244,35.99,4,5,Diesel,Automatic,Toyota,City,Third,38.94
2.84,327,1273,7416,40.58,5,1,Diesel,Automatic,Hyundai,City,Third,31.85
